Epoch,Train Loss,Val Loss,Train Acc,Val Acc
1,1.7091421228316095,1.986149549484253,0.2622612847222222,0.232421875
2,1.594636410060856,1.680749389032523,0.2877604166666667,0.24674479166666666
3,1.5526301517254777,1.7246997902790706,0.3028428819444444,0.2565104166666667
4,1.5365972502364054,1.683115152021249,0.3082682291666667,0.2578125
5,1.5496425674193435,2.001774395505587,0.3080512152777778,0.2643229166666667
6,1.4752646655672126,2.4907657305399575,0.3319227430555556,0.2532552083333333
7,1.4513574002517595,1.5911046738425891,0.3512369791666667,0.263671875
8,1.4128872466584046,2.178356875975927,0.3759765625,0.2649739583333333
9,1.366695454551114,1.837005265057087,0.4113498263888889,0.2779947916666667
10,1.4087355244490836,1.9984365950028102,0.3859592013888889,0.26953125
11,1.3007025689714484,2.7147590095798173,0.447265625,0.2825520833333333
12,1.2031407977143924,2.471223160624504,0.4973958333333333,0.2838541666666667
13,1.1045220154854987,2.4485151767730713,0.5427517361111112,0.2825520833333333
14,0.977862301386065,2.057862098018328,0.6155598958333334,0.291015625
15,0.8354401437358724,3.9349978317817054,0.6759982638888888,0.2786458333333333
16,0.7510625902149413,2.980373735229174,0.7103949652777778,0.2942708333333333
17,0.5835971954899529,2.9356133018930755,0.7769097222222222,0.2734375
18,0.44381709541711545,2.688664232691129,0.8422309027777778,0.2825520833333333
19,0.42945474562131697,2.8025067150592804,0.8446180555555556,0.2903645833333333
20,0.37814885600366527,3.2233683417240777,0.8569878472222222,0.2708333333333333
Total Time,234.41568851470947
